"State","Year.Month","Report.Number"
"NM","2006-08",7
"NM","2006-09",8
"NM","2006-10",12
"NM","2006-11",5
"NM","2006-12",6
"NM","2007-01",8
"NM","2007-02",9
"NM","2007-03",11
"NM","2007-04",9
"NM","2007-05",5
"NM","2007-06",7
"NM","2007-07",5
"NM","2007-08",10
"NM","2007-09",5
"NM","2007-10",10
"NM","2007-11",5
"NM","2007-12",2
"NM","2008-01",1
"NM","2008-02",5
"NM","2008-03",6
"NM","2008-04",1
"NM","2008-05",7
"NM","2008-06",9
"NM","2008-07",3
"NM","2008-08",13
"NM","2008-09",5
"NM","2008-10",6
"NM","2008-11",4
"NM","2008-12",6
"NM","2009-01",2
"NM","2009-02",8
"NM","2009-03",6
"NM","2009-04",2
"NM","2009-05",5
"NM","2009-06",7
"NM","2009-07",6
"NM","2009-08",3
"NM","2009-09",5
"NM","2009-10",6
"NM","2009-11",2
"NM","2009-12",8
"NM","2010-01",4
"NM","2010-02",2
"NM","2010-03",4
"NM","2010-04",2
"NM","2010-05",4
"NM","2010-06",9
"NM","2010-07",7
"NM","2010-08",8
"NM","2010-09",8
"NM","2010-10",3
"NM","2010-11",6
"NM","2010-12",3
"NM","2011-01",3
"NM","2011-02",9
"NM","2011-03",2
"NM","2011-04",8
"NM","2011-05",3
"NM","2011-06",13
"NM","2011-07",8
"NM","2011-08",4
"NM","2011-09",4
"NM","2011-10",5
"NM","2011-11",4
"NM","2011-12",4
"NM","2012-01",6
"NM","2012-02",4
"NM","2012-03",6
"NM","2012-04",4
"NM","2012-05",7
"NM","2012-06",4
"NM","2012-07",3
"NM","2012-08",6
"NM","2012-09",4
"NM","2012-10",4
"NM","2012-11",1
"NM","2012-12",5
"NM","2013-01",5
"NM","2013-02",6
"NM","2013-03",7
"NM","2013-04",11
"NM","2013-05",14
"NM","2013-06",6
"NM","2013-07",9
"NM","2013-08",11
"NM","2013-09",5
"NM","2013-10",4
"NM","2013-11",4
"NM","2013-12",4
"NM","2014-01",8
"NM","2014-02",5
"NM","2014-03",5
"NM","2014-04",9
"NM","2014-05",8
"NM","2014-06",9
"NM","2014-07",8
"NM","2014-08",6
"NM","2014-09",2
"NM","2014-10",7
"NM","2014-11",5
"NM","2014-12",6
"NM","2015-01",6
"NM","2015-02",4
"NM","2015-03",6
"NM","2015-04",10
"NM","2015-05",9
"NM","2015-06",8
"NM","2015-07",8
"NM","2015-08",9
"NM","2015-09",5
"NM","2015-10",6
"NM","2015-11",8
"NM","2015-12",8
"NM","2016-01",8
"NM","2016-02",3
"NM","2016-03",0
"NM","2016-04",0
"NV","2005-01",0
"NV","2005-02",2
"NV","2005-03",4
"NV","2005-04",9
"NV","2005-05",5
"NV","2005-06",5
"NV","2005-07",7
"NV","2005-08",16
"NV","2005-09",13
"NV","2005-10",14
"NV","2005-11",12
"NV","2005-12",9
"NV","2006-01",7
"NV","2006-02",12
"NV","2006-03",11
"NV","2006-04",14
"NV","2006-05",26
"NV","2006-06",17
"NV","2006-07",22
"NV","2006-08",14
"NV","2006-09",12
"NV","2006-10",19
"NV","2006-11",14
"NV","2006-12",18
"NV","2007-01",9
"NV","2007-02",10
"NV","2007-03",14
"NV","2007-04",7
"NV","2007-05",17
"NV","2007-06",19
"NV","2007-07",16
"NV","2007-08",12
"NV","2007-09",13
"NV","2007-10",16
"NV","2007-11",15
"NV","2007-12",12
"NV","2008-01",7
"NV","2008-02",10
"NV","2008-03",11
"NV","2008-04",18
"NV","2008-05",13
"NV","2008-06",10
"NV","2008-07",14
"NV","2008-08",16
"NV","2008-09",13
"NV","2008-10",15
"NV","2008-11",5
"NV","2008-12",12
"NV","2009-01",7
"NV","2009-02",5
"NV","2009-03",7
"NV","2009-04",8
"NV","2009-05",6
"NV","2009-06",7
"NV","2009-07",10
"NV","2009-08",10
"NV","2009-09",8
"NV","2009-10",10
"NV","2009-11",8
"NV","2009-12",2
"NV","2010-01",9
"NV","2010-02",6
"NV","2010-03",3
"NV","2010-04",8
"NV","2010-05",9
"NV","2010-06",8
"NV","2010-07",8
"NV","2010-08",15
"NV","2010-09",11
"NV","2010-10",3
"NV","2010-11",12
"NV","2010-12",11
"NV","2011-01",6
"NV","2011-02",12
"NV","2011-03",12
"NV","2011-04",12
"NV","2011-05",6
"NV","2011-06",8
"NV","2011-07",9
"NV","2011-08",10
"NV","2011-09",10
"NV","2011-10",9
"NV","2011-11",9
"NV","2011-12",12
"NV","2012-01",8
"NV","2012-02",12
"NV","2012-03",7
"NV","2012-04",6
"NV","2012-05",12
"NV","2012-06",14
"NV","2012-07",14
"NV","2012-08",19
"NV","2012-09",12
"NV","2012-10",8
"NV","2012-11",6
"NV","2012-12",3
"NV","2013-01",6
"NV","2013-02",13
"NV","2013-03",10
"NV","2013-04",12
"NV","2013-05",17
"NV","2013-06",14
"NV","2013-07",4
"NV","2013-08",11
"NV","2013-09",10
"NV","2013-10",5
"NV","2013-11",7
"NV","2013-12",8
"NV","2014-01",6
"NV","2014-02",12
"NV","2014-03",9
"NV","2014-04",16
"NV","2014-05",9
"NV","2014-06",10
"NV","2014-07",18
"NV","2014-08",9
"NV","2014-09",12
"NV","2014-10",8
"NV","2014-11",6
"NV","2014-12",9
"NV","2015-01",7
"NV","2015-02",6
"NV","2015-03",10
"NV","2015-04",11
"NV","2015-05",12
"NV","2015-06",17
"NV","2015-07",12
"NV","2015-08",24
"NV","2015-09",12
"NV","2015-10",6
"NV","2015-11",7
"NV","2015-12",7
"NV","2016-01",10
"NV","2016-02",2
"NV","2016-03",0
"NV","2016-04",0
"NY","2005-01",0
"NY","2005-02",34
"NY","2005-03",41
"NY","2005-04",39
"NY","2005-05",34
"NY","2005-06",36
"NY","2005-07",44
"NY","2005-08",46
"NY","2005-09",45
"NY","2005-10",42
"NY","2005-11",39
"NY","2005-12",32
"NY","2006-01",53
"NY","2006-02",38
"NY","2006-03",46
"NY","2006-04",38
"NY","2006-05",57
"NY","2006-06",56
"NY","2006-07",48
"NY","2006-08",46
"NY","2006-09",50
"NY","2006-10",50
"NY","2006-11",41
"NY","2006-12",41
"NY","2007-01",39
"NY","2007-02",37
"NY","2007-03",37
"NY","2007-04",40
"NY","2007-05",71
"NY","2007-06",58
"NY","2007-07",57
"NY","2007-08",43
"NY","2007-09",50
"NY","2007-10",41
"NY","2007-11",47
"NY","2007-12",45
"NY","2008-01",56
"NY","2008-02",39
"NY","2008-03",46
"NY","2008-04",57
"NY","2008-05",44
"NY","2008-06",53
"NY","2008-07",45
"NY","2008-08",53
"NY","2008-09",40
"NY","2008-10",61
"NY","2008-11",39
"NY","2008-12",31
"NY","2009-01",37
"NY","2009-02",40
"NY","2009-03",43
"NY","2009-04",45
"NY","2009-05",40
"NY","2009-06",46
"NY","2009-07",50
"NY","2009-08",37
"NY","2009-09",35
"NY","2009-10",36
"NY","2009-11",28
"NY","2009-12",37
"NY","2010-01",41
"NY","2010-02",68
"NY","2010-03",41
"NY","2010-04",34
"NY","2010-05",48
"NY","2010-06",48
"NY","2010-07",49
"NY","2010-08",36
"NY","2010-09",41
"NY","2010-10",45
"NY","2010-11",36
"NY","2010-12",34
"NY","2011-01",29
"NY","2011-02",37
"NY","2011-03",48
"NY","2011-04",38
"NY","2011-05",49
"NY","2011-06",47
"NY","2011-07",47
"NY","2011-08",46
"NY","2011-09",36
"NY","2011-10",46
"NY","2011-11",30
"NY","2011-12",22
"NY","2012-01",25
"NY","2012-02",27
"NY","2012-03",40
"NY","2012-04",38
"NY","2012-05",47
"NY","2012-06",36
"NY","2012-07",41
"NY","2012-08",34
"NY","2012-09",25
"NY","2012-10",37
"NY","2012-11",23
"NY","2012-12",35
"NY","2013-01",33
"NY","2013-02",50
"NY","2013-03",47
"NY","2013-04",50
"NY","2013-05",43
"NY","2013-06",46
"NY","2013-07",46
"NY","2013-08",49
"NY","2013-09",46
"NY","2013-10",41
"NY","2013-11",41
"NY","2013-12",27
"NY","2014-01",29
"NY","2014-02",38
"NY","2014-03",35
"NY","2014-04",48
"NY","2014-05",43
"NY","2014-06",70
"NY","2014-07",49
"NY","2014-08",42
"NY","2014-09",53
"NY","2014-10",48
"NY","2014-11",29
"NY","2014-12",30
"NY","2015-01",29
"NY","2015-02",28
"NY","2015-03",40
"NY","2015-04",31
"NY","2015-05",33
"NY","2015-06",37
"NY","2015-07",50
"NY","2015-08",45
"NY","2015-09",41
"NY","2015-10",31
"NY","2015-11",28
"NY","2015-12",32
"NY","2016-01",46
"NY","2016-02",44
"NY","2016-03",1
"NY","2016-04",0
"OH","2005-01",0
"OH","2005-02",92
"OH","2005-03",173
"OH","2005-04",132
"OH","2005-05",138
"OH","2005-06",169
"OH","2005-07",178
"OH","2005-08",201
"OH","2005-09",162
"OH","2005-10",147
"OH","2005-11",124
"OH","2005-12",165
"OH","2006-01",140
"OH","2006-02",117
"OH","2006-03",149
"OH","2006-04",173
"OH","2006-05",145
"OH","2006-06",504
"OH","2006-07",195
"OH","2006-08",309
"OH","2006-09",464
"OH","2006-10",345
"OH","2006-11",202
"OH","2006-12",194
"OH","2007-01",165
"OH","2007-02",102
"OH","2007-03",141
"OH","2007-04",113
"OH","2007-05",169
"OH","2007-06",210
"OH","2007-07",210
"OH","2007-08",212
"OH","2007-09",117
"OH","2007-10",135
"OH","2007-11",130
"OH","2007-12",138
"OH","2008-01",128
"OH","2008-02",112
"OH","2008-03",125
"OH","2008-04",132
"OH","2008-05",92
"OH","2008-06",124
"OH","2008-07",127
"OH","2008-08",113
"OH","2008-09",123
"OH","2008-10",122
"OH","2008-11",106
"OH","2008-12",80
"OH","2009-01",64
"OH","2009-02",56
"OH","2009-03",78
"OH","2009-04",86
"OH","2009-05",80
"OH","2009-06",124
"OH","2009-07",84
"OH","2009-08",73
"OH","2009-09",68
"OH","2009-10",68
"OH","2009-11",60
"OH","2009-12",63
"OH","2010-01",59
"OH","2010-02",55
"OH","2010-03",77
"OH","2010-04",93
"OH","2010-05",65
"OH","2010-06",77
"OH","2010-07",89
"OH","2010-08",102
"OH","2010-09",91
"OH","2010-10",71
"OH","2010-11",42
"OH","2010-12",57
"OH","2011-01",66
"OH","2011-02",88
"OH","2011-03",73
"OH","2011-04",71
"OH","2011-05",68
"OH","2011-06",113
"OH","2011-07",94
"OH","2011-08",72
"OH","2011-09",73
"OH","2011-10",64
"OH","2011-11",42
"OH","2011-12",48
"OH","2012-01",48
"OH","2012-02",58
"OH","2012-03",78
"OH","2012-04",88
"OH","2012-05",97
"OH","2012-06",109
"OH","2012-07",102
"OH","2012-08",112
"OH","2012-09",81
"OH","2012-10",71
"OH","2012-11",78
"OH","2012-12",56
"OH","2013-01",59
"OH","2013-02",57
"OH","2013-03",80
"OH","2013-04",94
"OH","2013-05",107
"OH","2013-06",78
"OH","2013-07",106
"OH","2013-08",112
"OH","2013-09",90
"OH","2013-10",94
"OH","2013-11",64
"OH","2013-12",55
"OH","2014-01",55
"OH","2014-02",83
"OH","2014-03",52
"OH","2014-04",81
"OH","2014-05",115
"OH","2014-06",91
"OH","2014-07",103
"OH","2014-08",108
"OH","2014-09",88
"OH","2014-10",105
"OH","2014-11",75
"OH","2014-12",69
"OH","2015-01",58
"OH","2015-02",56
"OH","2015-03",75
"OH","2015-04",75
"OH","2015-05",100
"OH","2015-06",113
"OH","2015-07",128
"OH","2015-08",139
"OH","2015-09",107
"OH","2015-10",112
"OH","2015-11",73
"OH","2015-12",55
"OH","2016-01",70
"OH","2016-02",52
"OH","2016-03",4
"OH","2016-04",0
"OK","2005-01",0
"OK","2005-02",14
"OK","2005-03",11
"OK","2005-04",22
"OK","2005-05",18
"OK","2005-06",20
"OK","2005-07",25
"OK","2005-08",25
"OK","2005-09",18
"OK","2005-10",20
"OK","2005-11",10
"OK","2005-12",8
"OK","2006-01",12
"OK","2006-02",17
"OK","2006-03",14
"OK","2006-04",19
"OK","2006-05",17
"OK","2006-06",22
"OK","2006-07",26
"OK","2006-08",14
"OK","2006-09",20
"OK","2006-10",20
"OK","2006-11",21
"OK","2006-12",15
"OK","2007-01",19
"OK","2007-02",17
"OK","2007-03",22
"OK","2007-04",15
"OK","2007-05",23
"OK","2007-06",31
"OK","2007-07",29
"OK","2007-08",36
"OK","2007-09",19
"OK","2007-10",32
"OK","2007-11",13
"OK","2007-12",8
"OK","2008-01",9
"OK","2008-02",15
"OK","2008-03",20
"OK","2008-04",15
"OK","2008-05",17
"OK","2008-06",23
"OK","2008-07",23
"OK","2008-08",30
"OK","2008-09",34
"OK","2008-10",24
"OK","2008-11",15
"OK","2008-12",5
"OK","2009-01",11
"OK","2009-02",9
"OK","2009-03",10
"OK","2009-04",24
"OK","2009-05",16
"OK","2009-06",20
"OK","2009-07",19
"OK","2009-08",10
"OK","2009-09",17
"OK","2009-10",14
"OK","2009-11",11
"OK","2009-12",10
"OK","2010-01",7
"OK","2010-02",8
"OK","2010-03",12
"OK","2010-04",18
"OK","2010-05",11
"OK","2010-06",13
"OK","2010-07",19
"OK","2010-08",16
"OK","2010-09",8
"OK","2010-10",16
"OK","2010-11",16
"OK","2010-12",7
"OK","2011-01",14
"OK","2011-02",11
"OK","2011-03",18
"OK","2011-04",16
"OK","2011-05",13
"OK","2011-06",21
"OK","2011-07",20
"OK","2011-08",20
"OK","2011-09",19
"OK","2011-10",9
"OK","2011-11",11
"OK","2011-12",12
"OK","2012-01",11
"OK","2012-02",5
"OK","2012-03",13
"OK","2012-04",12
"OK","2012-05",12
"OK","2012-06",17
"OK","2012-07",21
"OK","2012-08",17
"OK","2012-09",18
"OK","2012-10",13
"OK","2012-11",4
"OK","2012-12",3
"OK","2013-01",18
"OK","2013-02",7
"OK","2013-03",19
"OK","2013-04",16
"OK","2013-05",14
"OK","2013-06",18
"OK","2013-07",8
"OK","2013-08",25
"OK","2013-09",10
"OK","2013-10",25
"OK","2013-11",11
"OK","2013-12",13
"OK","2014-01",19
"OK","2014-02",28
"OK","2014-03",16
"OK","2014-04",13
"OK","2014-05",24
"OK","2014-06",21
"OK","2014-07",21
"OK","2014-08",32
"OK","2014-09",23
"OK","2014-10",30
"OK","2014-11",17
"OK","2014-12",13
"OK","2015-01",15
"OK","2015-02",7
"OK","2015-03",9
"OK","2015-04",29
"OK","2015-05",15
"OK","2015-06",13
"OK","2015-07",25
"OK","2015-08",13
"OK","2015-09",29
"OK","2015-10",20
"OK","2015-11",12
"OK","2015-12",11
"OK","2016-01",16
"OK","2016-02",5
"OK","2016-03",0
"OK","2016-04",0
"OR","2005-01",0
"OR","2005-02",18
"OR","2005-03",11
"OR","2005-04",13
"OR","2005-05",28
"OR","2005-06",22
"OR","2005-07",19
"OR","2005-08",29
"OR","2005-09",21
"OR","2005-10",17
"OR","2005-11",13
"OR","2005-12",18
"OR","2006-01",18
"OR","2006-02",26
"OR","2006-03",21
"OR","2006-04",21
"OR","2006-05",24
"OR","2006-06",35
"OR","2006-07",39
"OR","2006-08",32
"OR","2006-09",37
"OR","2006-10",31
"OR","2006-11",22
"OR","2006-12",27
"OR","2007-01",20
"OR","2007-02",34
"OR","2007-03",31
"OR","2007-04",34
"OR","2007-05",24
"OR","2007-06",34
"OR","2007-07",45
"OR","2007-08",49
"OR","2007-09",33
"OR","2007-10",40
"OR","2007-11",19
"OR","2007-12",20
"OR","2008-01",25
"OR","2008-02",26
"OR","2008-03",36
"OR","2008-04",34
"OR","2008-05",29
"OR","2008-06",31
"OR","2008-07",35
"OR","2008-08",28
"OR","2008-09",17
"OR","2008-10",20
"OR","2008-11",20
"OR","2008-12",11
"OR","2009-01",18
"OR","2009-02",19
"OR","2009-03",22
"OR","2009-04",27
"OR","2009-05",27
"OR","2009-06",24
"OR","2009-07",34
"OR","2009-08",29
"OR","2009-09",27
"OR","2009-10",21
"OR","2009-11",13
"OR","2009-12",11
"OR","2010-01",16
"OR","2010-02",20
"OR","2010-03",26
"OR","2010-04",23
"OR","2010-05",28
"OR","2010-06",26
"OR","2010-07",24
"OR","2010-08",25
"OR","2010-09",15
"OR","2010-10",28
"OR","2010-11",19
"OR","2010-12",16
"OR","2011-01",17
"OR","2011-02",18
"OR","2011-03",18
"OR","2011-04",21
"OR","2011-05",30
"OR","2011-06",26
"OR","2011-07",26
"OR","2011-08",32
"OR","2011-09",25
"OR","2011-10",9
"OR","2011-11",13
"OR","2011-12",17
"OR","2012-01",22
"OR","2012-02",16
"OR","2012-03",23
"OR","2012-04",25
"OR","2012-05",23
"OR","2012-06",23
"OR","2012-07",45
"OR","2012-08",34
"OR","2012-09",19
"OR","2012-10",22
"OR","2012-11",27
"OR","2012-12",23
"OR","2013-01",23
"OR","2013-02",21
"OR","2013-03",28
"OR","2013-04",26
"OR","2013-05",23
"OR","2013-06",29
"OR","2013-07",39
"OR","2013-08",35
"OR","2013-09",23
"OR","2013-10",21
"OR","2013-11",22
"OR","2013-12",14
"OR","2014-01",19
"OR","2014-02",23
"OR","2014-03",18
"OR","2014-04",36
"OR","2014-05",31
"OR","2014-06",24
"OR","2014-07",40
"OR","2014-08",40
"OR","2014-09",29
"OR","2014-10",20
"OR","2014-11",17
"OR","2014-12",19
"OR","2015-01",14
"OR","2015-02",20
"OR","2015-03",15
"OR","2015-04",25
"OR","2015-05",20
"OR","2015-06",19
"OR","2015-07",45
"OR","2015-08",37
"OR","2015-09",33
"OR","2015-10",35
"OR","2015-11",30
"OR","2015-12",21
"OR","2016-01",17
"OR","2016-02",9
"OR","2016-03",0
"OR","2016-04",0
"PA","2005-01",0
"PA","2005-02",50
"PA","2005-03",57
"PA","2005-04",75
"PA","2005-05",73
"PA","2005-06",95
"PA","2005-07",75
"PA","2005-08",111
"PA","2005-09",98
"PA","2005-10",71
"PA","2005-11",60
"PA","2005-12",47
"PA","2006-01",68
"PA","2006-02",58
"PA","2006-03",97
"PA","2006-04",76
"PA","2006-05",92
"PA","2006-06",103
"PA","2006-07",91
"PA","2006-08",96
"PA","2006-09",95
"PA","2006-10",109
"PA","2006-11",83
"PA","2006-12",70
"PA","2007-01",78
"PA","2007-02",82
"PA","2007-03",92
"PA","2007-04",87
"PA","2007-05",108
"PA","2007-06",133
"PA","2007-07",85
"PA","2007-08",142
"PA","2007-09",86
"PA","2007-10",65
"PA","2007-11",80
"PA","2007-12",56
"PA","2008-01",96
"PA","2008-02",74
"PA","2008-03",70
"PA","2008-04",107
"PA","2008-05",79
"PA","2008-06",90
"PA","2008-07",86
"PA","2008-08",82
"PA","2008-09",87
"PA","2008-10",68
"PA","2008-11",51
"PA","2008-12",44
"PA","2009-01",46
"PA","2009-02",64
"PA","2009-03",72
"PA","2009-04",66
"PA","2009-05",79
"PA","2009-06",86
"PA","2009-07",80
"PA","2009-08",70
"PA","2009-09",76
"PA","2009-10",64
"PA","2009-11",47
"PA","2009-12",43
"PA","2010-01",41
"PA","2010-02",43
"PA","2010-03",60
"PA","2010-04",48
"PA","2010-05",65
"PA","2010-06",87
"PA","2010-07",79
"PA","2010-08",87
"PA","2010-09",77
"PA","2010-10",63
"PA","2010-11",46
"PA","2010-12",59
"PA","2011-01",62
"PA","2011-02",50
"PA","2011-03",55
"PA","2011-04",63
"PA","2011-05",64
"PA","2011-06",71
"PA","2011-07",88
"PA","2011-08",90
"PA","2011-09",55
"PA","2011-10",59
"PA","2011-11",61
"PA","2011-12",42
"PA","2012-01",52
"PA","2012-02",46
"PA","2012-03",76
"PA","2012-04",61
"PA","2012-05",92
"PA","2012-06",65
"PA","2012-07",82
"PA","2012-08",79
"PA","2012-09",92
"PA","2012-10",57
"PA","2012-11",52
"PA","2012-12",54
"PA","2013-01",75
"PA","2013-02",36
"PA","2013-03",53
"PA","2013-04",79
"PA","2013-05",81
"PA","2013-06",88
"PA","2013-07",97
"PA","2013-08",68
"PA","2013-09",79
"PA","2013-10",83
"PA","2013-11",43
"PA","2013-12",48
"PA","2014-01",52
"PA","2014-02",94
"PA","2014-03",46
"PA","2014-04",70
"PA","2014-05",97
"PA","2014-06",91
"PA","2014-07",87
"PA","2014-08",98
"PA","2014-09",61
"PA","2014-10",90
"PA","2014-11",72
"PA","2014-12",52
"PA","2015-01",45
"PA","2015-02",49
"PA","2015-03",43
"PA","2015-04",76
"PA","2015-05",69
"PA","2015-06",70
"PA","2015-07",99
"PA","2015-08",99
"PA","2015-09",103
"PA","2015-10",75
"PA","2015-11",54
"PA","2015-12",40
"PA","2016-01",43
"PA","2016-02",27
"PA","2016-03",1
"PA","2016-04",0
"PR","2005-01",0
"PR","2005-02",1
"PR","2005-03",2
"PR","2005-04",0
"PR","2005-05",2
"PR","2005-06",1
"PR","2005-07",1
"PR","2005-08",2
"PR","2005-09",2
"PR","2005-10",1
"PR","2005-11",0
"PR","2005-12",0
"PR","2006-01",2
"PR","2006-02",2
"PR","2006-03",1
"PR","2006-04",0
"PR","2006-05",3
"PR","2006-06",1
"PR","2006-07",1
"PR","2006-08",4
"PR","2006-09",1
"PR","2006-10",1
"PR","2006-11",0
"PR","2006-12",1
"PR","2007-01",1
"PR","2007-02",2
"PR","2007-03",2
"PR","2007-04",1
"PR","2007-05",3
"PR","2007-06",1
"PR","2007-07",0
"PR","2007-08",0
"PR","2007-09",0
"PR","2007-10",0
"PR","2007-11",0
"PR","2007-12",0
"PR","2008-01",0
"PR","2008-02",2
"PR","2008-03",1
"PR","2008-04",1
"PR","2008-05",5
"PR","2008-06",1
"PR","2008-07",2
"PR","2008-08",5
"PR","2008-09",1
"PR","2008-10",0
"PR","2008-11",2
"PR","2008-12",0
"PR","2009-01",0
"PR","2009-02",1
"PR","2009-03",2
"PR","2009-04",0
"PR","2009-05",2
"PR","2009-06",2
"PR","2009-07",2
"PR","2009-08",1
"PR","2009-09",1
"PR","2009-10",2
"PR","2009-11",0
"PR","2009-12",3
"PR","2010-01",3
"PR","2010-02",1
"PR","2010-03",5
"PR","2010-04",2
"PR","2010-05",3
"PR","2010-06",2
"PR","2010-07",0
"PR","2010-08",1
"PR","2010-09",2
"PR","2010-10",1
"PR","2010-11",1
"PR","2010-12",1
"PR","2011-01",0
"PR","2011-02",2
"PR","2011-03",1
"PR","2011-04",2
"PR","2011-05",0
"PR","2011-06",2
"PR","2011-07",0
"PR","2011-08",0
"PR","2011-09",2
"PR","2011-10",0
"PR","2011-11",1
"PR","2011-12",0
"PR","2012-01",2
"PR","2012-02",0
"PR","2012-03",3
"PR","2012-04",1
"PR","2012-05",2
"PR","2012-06",0
"PR","2012-07",1
"PR","2012-08",0
"PR","2012-09",0
"PR","2012-10",1
"PR","2012-11",2
"PR","2012-12",0
"PR","2013-01",2
"PR","2013-02",0
"PR","2013-03",2
"PR","2013-04",0
"PR","2013-05",0
"PR","2013-06",1
"PR","2013-07",0
"PR","2013-08",0
"PR","2013-09",1
"PR","2013-10",2
"PR","2013-11",0
"PR","2013-12",1
"PR","2014-01",2
"PR","2014-02",2
"PR","2014-03",0
"PR","2014-04",1
"PR","2014-05",2
"PR","2014-06",1
"PR","2014-07",2
"PR","2014-08",0
"PR","2014-09",1
"PR","2014-10",1
"PR","2014-11",0
"PR","2014-12",1
"PR","2015-01",0
"PR","2015-02",1
"PR","2015-03",0
"PR","2015-04",0
"PR","2015-05",0
"PR","2015-06",0
"PR","2015-07",1
"PR","2015-08",1
"PR","2015-09",0
"PR","2015-10",1
"PR","2015-11",1
"PR","2015-12",4
"PR","2016-01",0
"PR","2016-02",0
"PR","2016-03",0
"PR","2016-04",0
"PW","2005-01",0
"PW","2005-02",0
"PW","2005-03",0
"PW","2005-04",0
"PW","2005-05",0
"PW","2005-06",0
"PW","2005-07",0
"PW","2005-08",0
"PW","2005-09",0
"PW","2005-10",0
"PW","2005-11",0
"PW","2005-12",0
"PW","2006-01",0
"PW","2006-02",0
"PW","2006-03",0
"PW","2006-04",0
"PW","2006-05",0
"PW","2006-06",0
"PW","2006-07",0
"PW","2006-08",0
"PW","2006-09",0
"PW","2006-10",0
"PW","2006-11",0
"PW","2006-12",0
"PW","2007-01",0
"PW","2007-02",0
"PW","2007-03",0
"PW","2007-04",0
"PW","2007-05",0
"PW","2007-06",0
"PW","2007-07",0
"PW","2007-08",0
"PW","2007-09",0
"PW","2007-10",0
"PW","2007-11",0
"PW","2007-12",0
"PW","2008-01",0
"PW","2008-02",0
"PW","2008-03",0
"PW","2008-04",0
"PW","2008-05",0
"PW","2008-06",0
"PW","2008-07",0
"PW","2008-08",0
"PW","2008-09",0
"PW","2008-10",0
"PW","2008-11",0
"PW","2008-12",0
"PW","2009-01",0
"PW","2009-02",0
"PW","2009-03",0
"PW","2009-04",0
"PW","2009-05",0
"PW","2009-06",0
"PW","2009-07",0
"PW","2009-08",0
"PW","2009-09",0
"PW","2009-10",0
"PW","2009-11",0
"PW","2009-12",0
"PW","2010-01",0
"PW","2010-02",0
"PW","2010-03",0
"PW","2010-04",0
"PW","2010-05",0
"PW","2010-06",0
"PW","2010-07",0
"PW","2010-08",0
"PW","2010-09",0
"PW","2010-10",0
"PW","2010-11",0
"PW","2010-12",0
"PW","2011-01",0
"PW","2011-02",0
"PW","2011-03",0
"PW","2011-04",0
"PW","2011-05",0
"PW","2011-06",0
"PW","2011-07",0
"PW","2011-08",0
"PW","2011-09",0
"PW","2011-10",0
"PW","2011-11",0
"PW","2011-12",0
"PW","2012-01",0
"PW","2012-02",0
"PW","2012-03",0
"PW","2012-04",0
"PW","2012-05",0
"PW","2012-06",0
"PW","2012-07",0
"PW","2012-08",0
"PW","2012-09",0
"PW","2012-10",0
"PW","2012-11",0
"PW","2012-12",0
"PW","2013-01",0
"PW","2013-02",0
"PW","2013-03",0
"PW","2013-04",0
"PW","2013-05",0
"PW","2013-06",0
"PW","2013-07",0
"PW","2013-08",0
"PW","2013-09",0
"PW","2013-10",0
"PW","2013-11",0
"PW","2013-12",0
"PW","2014-01",0
"PW","2014-02",0
"PW","2014-03",0
"PW","2014-04",0
"PW","2014-05",0
"PW","2014-06",0
"PW","2014-07",0
"PW","2014-08",0
"PW","2014-09",0
"PW","2014-10",0
"PW","2014-11",0
"PW","2014-12",0
"PW","2015-01",0
"PW","2015-02",0
"PW","2015-03",0
"PW","2015-04",0
"PW","2015-05",0
"PW","2015-06",0
"PW","2015-07",0
"PW","2015-08",0
"PW","2015-09",0
"PW","2015-10",0
"PW","2015-11",0
"PW","2015-12",0
"PW","2016-01",0
"PW","2016-02",0
"PW","2016-03",0
"PW","2016-04",0
"RI","2005-01",0
"RI","2005-02",1
"RI","2005-03",1
"RI","2005-04",3
"RI","2005-05",3
"RI","2005-06",4
"RI","2005-07",0
"RI","2005-08",3
"RI","2005-09",2
"RI","2005-10",4
"RI","2005-11",4
"RI","2005-12",0
"RI","2006-01",5
"RI","2006-02",2
"RI","2006-03",8
"RI","2006-04",6
"RI","2006-05",6
"RI","2006-06",6
"RI","2006-07",5
"RI","2006-08",5
"RI","2006-09",4
"RI","2006-10",5
"RI","2006-11",3
"RI","2006-12",4
"RI","2007-01",4
"RI","2007-02",2
"RI","2007-03",2
"RI","2007-04",2
"RI","2007-05",2
"RI","2007-06",3
"RI","2007-07",4
"RI","2007-08",4
"RI","2007-09",17
"RI","2007-10",5
"RI","2007-11",11
"RI","2007-12",11
"RI","2008-01",7
"RI","2008-02",5
"RI","2008-03",11
"RI","2008-04",6
"RI","2008-05",3
"RI","2008-06",6
"RI","2008-07",6
"RI","2008-08",8
"RI","2008-09",4
"RI","2008-10",4
"RI","2008-11",2
"RI","2008-12",3
"RI","2009-01",2
"RI","2009-02",2
"RI","2009-03",2
"RI","2009-04",1
"RI","2009-05",1
"RI","2009-06",4
"RI","2009-07",4
"RI","2009-08",3
"RI","2009-09",6
"RI","2009-10",6
"RI","2009-11",2
"RI","2009-12",5
"RI","2010-01",1
"RI","2010-02",0
"RI","2010-03",3
"RI","2010-04",3
"RI","2010-05",4
"RI","2010-06",3
